date,coin,regime,regime_confidence,hurst,quant_direction,quant_magnitude,llm_multiplier,llm_confidence,llm_uncertainty,effective_weight,position,unlock_flag,rolling_llm_edge,narrative
2026-01-25,ethereum,sideways,0.33,0.4320039750147179,long,1.0,1.1,0.6,0.0,0.7,1.07,False,,"Multiplier: 1.10  
With the Layer 1 engine already long, the LLM qualitative read is only moderately supportive: it’s bullish on models/on-chain but stays cautious due to the sideways regime and lack of a clear narrative catalyst. I’m therefore slightly increasing exposure above neutral to reflect corroboration from the horizon-up consensus, while not letting it overrule the regime’s tendency to mute directional follow-through."
2026-01-26,ethereum,sideways,0.33,0.4247315752521903,long,1.0,1.2,0.6,0.0,0.7,1.14,False,,"Multiplier: 1.20  
The L1 quant is already long with full magnitude, but the detected sideways regime (low Hurst, 0.33 confidence) means we should not treat directional signals as high-trust trend-following. Here, the LLM/qualitative view is neutral-cautious yet the LGB multi-horizon consensus is meaningfully bullish, so I slightly amplify the existing long rather than damp it."
2026-01-27,ethereum,sideways,0.33,0.4178081332775643,long,1.0,1.1,0.6,0.0,0.7,1.07,False,,"Multiplier: 1.10
The L1 quant calls for a long with full magnitude, and the LLM-side input is mostly consistent but not decisive: it’s neutral on the near-term tape, with mixed 1-day cross-signals and a sideways regime where narrative should mainly act as a risk gate. I’m only modestly increasing the position because the LLM corroborates the longer-horizon bullishness without providing a strong fresh catalyst, and the below-SMA30 context argues against large amplification."
2026-01-28,ethereum,sideways,0.33,0.41174133126461343,long,1.0,0.3,0.6,0.0,0.7,0.51,False,,"Multiplier: 0.30

The Layer 1 engine is long, but the regime is sideways with low reflector confidence, and the LLM-side qualitative/“no catalyst” stance is neutral-to-cautious rather than strongly corroborative. Additionally, the latest funding is slightly negative and the LightGBM horizons disagree, so we damp the LLM contribution substantially while still keeping some continuity with the existing quant exposure."
2026-01-29,ethereum,bear,0.385,0.40576745935086034,long,1.0,0.6,0.6,0.0,0.4,0.84,False,,"Multiplier: 0.60
Given the Layer 1 engine is already long but the detected regime is bear with limited directional edge (h=7 vs h=14 disagreement and low ML confidence), I damp the LLM’s qualitative adjustment rather than letting it fully swing size. The near-neutral/mildly negative funding and steadier on-chain liquidity provide some corroboration for staying invested, but not enough to amplify meaningfully."
2026-01-30,ethereum,bear,0.385,0.3993017429024569,long,1.0,0.85,0.6,0.0,0.4,0.94,False,,"Multiplier: 0.85

The quant engine is already long, but the detected bear regime and the multi-week LightGBM forecast lean bearish, meaning the LLM-side signal is meaningfully in tension with quant. Since there’s also limited extreme “contradiction” evidence (no explosive on-chain risk-off, and funding is only slightly negative), I damp the LLM adjustment rather than fully overriding quant. This keeps the net exposure closer to quant while reducing how much the LLM narrative can pull magnitude u"
2026-01-31,ethereum,bear,0.385,0.38763949308108375,long,0.5,0.3,0.6,0.0,0.4,0.36,False,,"Multiplier: 0.30  
The Layer 1 quant engine is already long, but the detected bear regime (with relatively low confidence) and the higher-weight multi-horizon LightGBM bearishness suggest the LLM-side qualitative input should only slightly influence position sizing. I’m damping the LLM adjustment to avoid over-trusting a signal that is largely bearish in the 7–14d window, while still allowing a small modification rather than fully nullifying it."
2026-02-01,ethereum,bear,0.5249999999999999,0.371471428505692,long,0.5,0.45,0.6,0.0,0.4,0.39,False,,"Multiplier: 0.45

The Layer 1 engine is already long, but the detected bear regime and the positioning/on-chain picture argue against trusting the LLM-side qualitative tilt too much. With horizons disagreeing and confidence only moderate, we keep most exposure aligned with quant while damping the LLM adjustment to reduce potential drawdown in a risk-off environment."
2026-02-02,ethereum,bear,0.385,0.36137610727988073,long,1.0,1.1,0.6,0.0,0.4,1.04,False,,"Multiplier: 1.10
The L2 LLM signal is modestly supportive because, despite the bear regime and headwinds from below-SMA timing and slight near-term weakness, the main 7–14 day LightGBM forecasts are directionally aligned and higher-confidence. I’m only nudging the Layer 1 long upward (not amplifying aggressively) since on-chain/derivatives data points to mild bearish positioning and contracting DeFi activity."
2026-02-03,ethereum,bear,0.385,0.35194428981092885,long,1.0,0.35,0.6,0.0,0.4,0.74,False,,"Multiplier: 0.35
The L1 quant engine is already long, but the broader context (bear regime, ETH below SMA30, and DeFi TVL contraction with risk-off positioning) suggests only limited corroboration from the LLM qualitative layer. So we keep some exposure consistent with the quant direction while strongly dampening the LLM’s adjustment."
2026-02-04,ethereum,bear,0.385,0.3433404402310363,long,0.5,0.65,0.6,0.0,0.4,0.43,False,,"Multiplier: 0.65  
Given the detected bear regime, the quant engine’s long call is likely over-optimistic, and the LLM-side narrative provides limited incremental edge. I’m damping the Layer 1 exposure because the qualitative inputs are largely neutral while higher-horizon model evidence and derivatives/on-chain context skew bearish, but I’m not going fully to 0.0 since the LLM confirmation isn’t strongly contradictory—it's more about lack of conviction."
2026-02-05,ethereum,bear,0.5249999999999999,0.3304760687777763,long,1.0,0.65,0.6,0.0,0.4,0.86,False,,"Multiplier: 0.65
The L1 quant engine is already long, but the detected bear regime with bearish on-chain/derivatives pressure (DeFi TVL down, negative netflow, slightly short-leaning funding) reduces how much we should lean on any qualitative LLM adjustments. Setting the multiplier below 1.0 dampens the LLM-side influence while still allowing some participation since the L1 direction isn’t flipped."
2026-02-06,ethereum,bear,0.5249999999999999,0.32679164289993473,long,1.0,1.1,0.6,0.0,0.4,1.04,False,,"Multiplier: 1.10

The Layer 1 engine is already long, and the LLM-side qualitative read isn’t pushing against that—both the primary LightGBM horizons (h=7 and h=14) are bullish with lgb_confidence=1.0. However, the detected bear regime plus risk-off on-chain/derivatives context argues against full reliance, so the LLM only modestly increases the quant-sized exposure."
2026-02-07,ethereum,bear,0.5249999999999999,0.3232469870624482,long,1.0,0.55,0.6,0.0,0.4,0.8200000000000001,False,,"Multiplier: 0.55

The Layer 1 quant is long, but the broader regime read is bear with meaningful evidence for downside: bearish LightGBM forecasts (h=7/h=14), DeFi TVL contraction, and funding skewing mildly negative. Since the LLM narrative input is neutral (no strong catalyst) while the regime reflector says factual/on-chain dominates, I damp the LLM-side adjustment rather than amplify it, keeping only a moderate residual correction."
2026-02-08,ethereum,bear,0.5249999999999999,0.32056629578174134,long,1.0,0.4,0.6,0.0,0.4,0.76,False,,"Multiplier: 0.40  
I’m scaling down the LLM-side qualitative signal versus the Layer 1 quant long, because the detected bear regime and risk-off derivatives/on-chain backdrop (notably weakening DeFi TVL and negative funding) dominate, while the LLM narrative lacks a strong catalyst. With quant already long at full magnitude but the combined signals showing uncertainty and mixed horizon forecasts, a conservative reduction is warranted rather than trusting the LLM to fully corroborate."
2026-02-09,ethereum,bear,0.5249999999999999,0.31905403541102634,long,1.0,0.55,0.6,0.0,0.4,0.8200000000000001,False,,"Multiplier: 0.55  
Given the detected bear regime, the LLM-side qualitative signal appears neutral/cautious rather than decisively bearish, so it should only partially influence the already-long Layer 1 posture. Meanwhile, derivatives/onside fragility (TVL contraction, negative-ish funding context, risk-off appetite) suggests some caution, but there isn’t a clean, strongly corroborating LLM direction to justify full trust. Net: damp the LLM adjustment to a little-below-neutral level so quant rem"
2026-02-10,ethereum,bear,0.5249999999999999,0.31924505928963615,long,1.0,0.8,0.6,0.0,0.4,0.92,False,,"Multiplier: 0.80
The Layer 1 engine is already long, but the detected bear regime and soft DeFi/derivatives conditions reduce confidence in sustaining that exposure, so we damp the LLM-side adjustment rather than ignore it. With the LLM qualitative read effectively neutral (no catalyst, forecast conflict), an 0.80 multiplier keeps most of the quant magnitude while not letting any qualitative corroboration inflate risk."
2026-02-11,ethereum,bear,0.5249999999999999,0.3205077046686426,long,1.0,0.35,0.6,0.0,0.4,0.74,False,,"Multiplier: 0.35  
Given the bear regime (Hurst 0.32) and derivatives/on-chain backdrop that is bearish-to-neutral (notably negative funding and declining DeFi TVL), the LLM-side qualitative input should only modestly influence the quant long. The Layer 1 quant magnitude is kept on but damped because the overall directional conviction is low (mixed multi-horizon ML signals and regime-dominant factual weighting)."
2026-02-12,ethereum,bear,0.5249999999999999,0.32350951909065884,long,1.0,0.4,0.6,0.0,0.4,0.76,False,,"Multiplier: 0.40  
Given the quant engine is already long but the regime reflector flags a bear regime where on-chain/derivatives should dominate, I damp the LLM-side qualitative influence rather than neutralize it entirely. Funding and DeFi TVL contraction are mildly-to-moderately bearish for sustained upside, so corroboration from any bullish LLM directional tendencies is less trustworthy here. The LGB forecasts are bullish, but without clear evidence of improving capital deployment, I keep th"
2026-02-13,ethereum,bear,0.5249999999999999,0.32478255182079097,long,1.0,0.8,0.6,0.0,0.4,0.92,False,,"Multiplier: 0.80
The Layer 1 engine is long at full strength, but the detected bear regime with risk-off on-chain/derivatives conditions limits how much we should lean on the LLM’s qualitative upside. The LLM-side signal is directionally supportive over 7–14 horizons with high model confidence, yet it conflicts with near-term on-chain/next-day direction and falls against the bearish SMA30 context. So we keep the quant exposure mostly intact while partially damping LLM influence to manage regime "
2026-02-14,ethereum,bear,0.5249999999999999,0.32541063155902034,long,1.0,0.85,0.6,0.0,0.4,0.94,False,,"Multiplier: 0.85  
Given the quant engine is already long but the detected regime is bear, I’m slightly damping the LLM qualitative input—there’s some caution from the narrative (neutral) but also moderate alignment with a defensive posture (no strong bullish confirmation). Because the deterministic factors remain mixed/low-conviction rather than decisively against being long, the LLM-side signal should reduce position size a bit rather than fully ignore it."
2026-02-15,ethereum,bear,0.5249999999999999,0.3292503786670088,long,0.5,0.2,0.6,0.0,0.4,0.33999999999999997,False,,"Multiplier: 0.20  
Given the bear regime and the quant engine already leaning long, I’m heavily damping the LLM qualitative adjustment because derivatives/on-chain contraction and conflicting LightGBM horizons reduce the reliability of any narrative “UP” lean. The LLM side appears more neutral/cautious than convincingly bullish, so it should only minimally influence position sizing rather than meaningfully amplify the existing long exposure."
2026-02-16,ethereum,bear,0.5249999999999999,0.3314399738626821,short,-1.0,0.65,0.6,0.0,0.4,-0.86,False,,"Multiplier: 0.65
The Layer 1 quant signal is short in a bear regime, and several on-chain/derivatives inputs (weaker DeFi TVL, near-zero-to-slightly negative funding, and netflow pressure) support that cautious stance. However, the LightGBM multi-horizon forecast is strongly directionally bullish with high reported confidence, so the LLM signal is credible enough to partially offset the quant magnitude rather than fully damp it."
2026-02-17,ethereum,bear,0.5249999999999999,0.3328355231102862,short,-1.0,0.6,0.6,0.0,0.4,-0.84,False,,"Multiplier: 0.60  
Given the detected bear regime, the quant engine’s short bias is the more reliable driver; the LLM-side qualitative signal is largely neutral (HOLD) with low confidence, so it should only partially scale the position rather than meaningfully amplify it. The slight negative funding and contracting DeFi TVL corroborate caution, but the horizon disagreement in the ML forecasts reduces conviction, so we keep most of quant exposure while damping the LLM contribution."
2026-02-18,ethereum,bear,0.5249999999999999,0.33601220165450824,short,-1.0,1.1,0.6,0.0,0.4,-1.04,False,,"Multiplier: 1.10  
The LLM-side narrative is mostly neutral (no strong qualitative catalyst), but it does not contradict the quantitative bear thesis; with the detected bear regime weighting favoring factual/on-chain/derivatives inputs, the LLM should only modestly support sizing. Given LightGBM’s high-confidence bearish alignment across horizons and reinforcing DeFi TVL drawdowns, I slightly increase confidence in maintaining the existing quant short rather than dampening it."
2026-02-19,ethereum,bear,0.5249999999999999,0.33976384155426803,short,-1.0,0.85,0.6,0.0,0.4,-0.94,False,,"Multiplier: 0.85

The L1 quant engine is already short and the detected bear regime (with on-chain/derivatives-weighted dominance) supports keeping that bias intact. The LLM-side qualitative signal is essentially neutral with only moderate confidence, and the horizon disagreement plus slightly negative funding reduces trust in any strong directional narrative—so the LLM should attenuate, not eliminate, the quant magnitude. A multiplier of 0.85 modestly preserves the short while still letting the"
2026-02-20,ethereum,bear,0.5249999999999999,0.34380577447453753,short,-1.0,0.75,0.6,0.0,0.4,-0.9,False,,"Multiplier: 0.75  
The Layer 1 quant is already correctly aligned with the broader bear regime and bearish derivatives/on-chain risk-off conditions, so we keep the short exposure largely intact. The LLM-side qualitative signal is more cautious/neutral due to low-conviction model disagreement, so it shouldn’t fully amplify the short, but it can still provide meaningful corroboration by discouraging aggressive increase."
2026-02-21,ethereum,bear,0.5249999999999999,0.3493307189081405,long,1.0,0.55,0.6,0.0,0.4,0.8200000000000001,False,,"Multiplier: 0.55
With the quant engine already long, I damp the LLM influence because the detected bear regime and on-chain/derivatives risk-off factors generally corroborate downside, not increased upside exposure. The LLM side is only net-neutral-to-bearish overall (strong h=7/14 down signal but mixed short-horizon cross-checks), so it shouldn’t fully amplify the quant’s long magnitude. I keep a modest multiplier above zero to reflect some qualitative agreement with the broader risk environmen"
2026-02-22,ethereum,bear,0.5249999999999999,0.35594487268081754,long,1.0,0.7,0.6,0.0,0.4,0.88,False,,"Multiplier: 0.70  
Given the detected bear regime (Hurst 0.36) and the medium-horizon LightGBM forecasts showing high-confidence downside, the LLM signal is directionally supportive but not strong enough to fully override the Layer 1 long. However, the LLM also notes conflicting short-horizon stabilization/bounce risk and the derivatives funding being near-flat, so we dampen the LLM influence rather than fully amplify."
2026-02-23,ethereum,bear,0.5249999999999999,0.3637327726856268,long,1.0,0.4,0.6,0.0,0.4,0.76,False,,"Multiplier: 0.40  
Given the detected bear regime (Hurst ~0.36) and the high-confidence LightGBM h=7/h=14 down signal, the Layer 1 long is not strongly corroborated by the LLM-side qualitative read. I’ll therefore damp the Layer 1 magnitude substantially (closer to quant-only) while not fully zeroing it out because there are some short-horizon upward observations and liquidity/stablecoin metrics that don’t scream immediate collapse."
2026-02-24,ethereum,bear,0.5249999999999999,0.3711635503077086,long,1.0,0.85,0.6,0.0,0.4,0.94,False,,"Multiplier: 0.85  
The quant engine is already positioned long, but the detected bear regime plus high-confidence multi-day LightGBM downside and contracting DeFi activity are meaningful qualitative corroborations that reduce how much we should rely on any LLM-side “long-lean.” Since the derivatives risk doesn’t look extreme (funding negative but not liquidation-spiky), we don’t fully damp the LLM—just scale it down to prevent adding risk in a bear-dominant context."
2026-02-25,ethereum,bear,0.5249999999999999,0.3728866933548665,flat,0.0,1.05,0.6,0.0,0.4,0.0,False,,"Multiplier: 1.05
The Layer 1 quant is effectively flat (magnitude 0), so there’s nothing to scale up or down; the small above-neutral multiplier reflects that the LLM-side qualitative read is broadly corroborative of the prevailing bearish regime rather than contradictory. Funding is only mildly negative, but TVL contraction and consistent bearish LightGBM forecasts across horizons add enough qualitative strength to let the LLM signal matter slightly."
2026-02-26,ethereum,bear,0.385,0.37544161929033304,long,0.5350639212511396,0.7,0.6,0.0,0.4,0.4708562507010028,False,,"Multiplier: 0.70  
Because the detected regime is bear and the deterministic stack is overall bearish (notably the large negative longer-horizon LightGBM forecast and meaningful DeFi deleveraging), we only partially trust the LLM qualitative adjustment. This setting reduces the Layer 1 long magnitude to account for regime-consistent downside pressure, while not fully damping the LLM-side signal since funding/derivatives are mildly supportive rather than stress-level negative."
2026-02-27,ethereum,bear,0.385,0.3805037749794176,flat,0.0,0.35,0.6,0.0,0.4,0.0,False,,"Multiplier: 0.35

Layer 1 quant is flat (no actionable exposure), and the regime is bear, where positioning/derivatives and deterministic forecasts dominate over narrative. The LLM qualitative input is at most neutral-to-cautiously bearish, with no strong corroboration signal that would justify building risk on top of a non-position. Therefore, I damp the LLM adjustment substantially while still allowing a small residual influence given the slight positive funding signal."
2026-02-28,ethereum,bear,0.385,0.38401974494270547,long,0.8601948599908216,0.6,0.6,0.0,0.4,0.7225636823922901,False,,"Multiplier: 0.60
The quant engine is already long, but the regime reflector says bear conditions where derivatives/on-chain factors should dominate; the qualitative LLM signal is not strongly corroborating an upside continuation. Given the LLM’s bearish qualitative tilt versus quant’s long exposure, I damp the Layer 1 magnitude to reduce risk while still keeping some participation because the quant model’s confidence is relatively high (magnitude 0.860)."
2026-03-01,ethereum,bear,0.385,0.38873915787338614,flat,0.0,0.85,0.6,0.0,0.4,0.0,False,,"Multiplier: 0.85  
Layer 1 is effectively flat (magnitude +0.000), but the LLM-side read is still bearish and meaningfully corroborates the dominant 7–14 day down signal (high-confidence agreement, price below SMA30, and worsening DeFi TVL). I’m keeping this below 1.0 because the detected regime has only modest confidence (0.39) and the LLM narrative is partly “no-catalyst/news-light,” so it shouldn’t fully override uncertainty."
2026-03-02,ethereum,bear,0.385,0.39053520764855404,long,0.969906154943557,0.85,0.6,0.0,0.0,0.969906154943557,True,,"Multiplier: 0.85
The L1 quant engine is already long with high magnitude, but the regime reflector and deterministic stack for ethereum are notably bearish (multi-horizon LightGBM down forecasts with high confidence, falling DeFi TVL, and risk-off derivatives positioning). Since the subjective narrative is neutral (and provides no catalyst to justify offsetting downside), I damp—but do not null—the LLM-side qualitative pressure to reduce the long exposure."
2026-03-03,ethereum,bear,0.385,0.3928084887170965,flat,0.0,0.9,0.6,0.0,0.0,0.0,True,,"Multiplier: 0.90  
Quant is effectively flat/zero exposure here, so the multiplier keeps the overall position near neutral while still allowing the LLM’s cautionary (slightly bearish) qualitative alignment to matter a bit. The detected bear regime gives more weight to factual/on-chain/derivatives signals, and those are broadly consistent with the LLM being only mildly supportive rather than strongly directional."
2026-03-04,ethereum,sideways,0.33,0.391753935423551,long,0.5937109041828302,1.1,0.6,0.0,0.0,0.5937109041828302,True,,"Multiplier: 1.10  
The Layer 1 quant is already long, and the LLM-side qualitative read doesn’t justify a flip—rather it slightly tempers conviction because we’re in a sideways regime with conflicting short-horizon and on-chain cues. I’m keeping a bit of extra weight on the LLM signal (above neutral) since the 7–14 day LightGBM outlook is directionally bullish and aligns with the quant’s long exposure, but not enough to increase risk aggressively."
2026-03-05,ethereum,sideways,0.33,0.39225556262194006,long,0.2832465579284961,1.05,0.6,0.0,0.0,0.2832465579284961,True,,"Multiplier: 1.05
The L1 quant engine is already long, and the LLM’s qualitative read is mostly neutral with mild caution in a sideways regime, so it shouldn’t substantially alter sizing. However, since the deterministic/LightGBM forecasts are directionally supportive (small upside) and there’s no strong narrative contradiction, a slight uplift from the L1 magnitude is warranted rather than a full dampening."
2026-03-06,ethereum,sideways,0.33,0.39339573469484734,short,-0.3373420012678012,0.85,0.6,0.0,0.0,-0.3373420012678012,True,,"Multiplier: 0.85  
The Layer 1 quant is already short in a sideways regime, and the LLM narrative isn’t providing a strong bullish catalyst or clear liquidation/derivatives stress that would justify damping the short more. Given LightGBM’s cross-horizon disagreement and low confidence, I slightly temper the quant exposure (below 1.0) but still keep most of the short sizing because the regime notes say narrative should be treated more as a risk gate than a directional driver."
2026-03-07,ethereum,sideways,0.33,0.39584642161055084,flat,0.0,0.95,0.6,0.0,0.0,0.0,True,,"Multiplier: 0.95
Layer 1 is essentially flat in ethereum and the detected sideways regime emphasizes narrative as a short-term driver but mostly as a risk gate. The LLM signal here is largely supportive (multi-horizon LightGBM points up) yet it conflicts with the more immediate SMA30 bearish context and mildly negative on-chain/derivatives pressure, so I dampen only slightly rather than fully trust or amplify. Net: keep the L1 magnitude nearly neutral and let the LLM add modest corroboration."
2026-03-08,ethereum,bear,0.385,0.39758996412124964,long,0.4403092097747544,0.75,0.6,0.0,0.0,0.4403092097747544,True,,"Multiplier: 0.75  
The Layer 1 engine is already long, but the detected bear regime (and TVL contraction) means we shouldn’t let the qualitative LLM layer swing sizing too aggressively. With funding/positioning showing only mild downside bias and the LLM’s stance effectively neutral/cautious (no strong catalyst), I keep most quant exposure while still allowing a moderate positive corroboration."
2026-03-09,ethereum,sideways,0.33,0.3989044886941402,flat,0.0,0.9,0.6,0.0,0.0,0.0,True,,"Multiplier: 0.90
Quant is effectively flat (magnitude ~0), and while the LLM narrative is mildly bullish for 1–2 weeks, the regime is sideways and the on-chain next-day model conflicts with the LightGBM consensus. I therefore damp the LLM’s qualitative tilt slightly—enough to avoid over-committing in a range—while still letting it moderately support any small quant positioning rather than letting it dominate."
2026-03-10,ethereum,sideways,0.33,0.39937895424761694,long,0.2787778511810991,1.18,0.6,0.0,0.0,0.2787778511810991,True,,"Multiplier: 1.18
The L1 quant engine is already long, and the LLM-side qualitative read is largely corroborative but not decisive in a sideways regime where catalysts are scarce. Given bullish horizon alignment (h=7 and h=14 both UP) alongside near-neutral derivatives, the LLM signal deserves a modest uplift rather than neutral damping. The DeFi TVL contraction acts as a risk brake, preventing a full 1.5 amplification and instead targeting a measured increase in size."
2026-03-11,ethereum,sideways,0.33,0.39984151437547083,long,0.9087020850625982,1.15,0.6,0.0,0.0,0.9087020850625982,True,,"Multiplier: 1.15  
The Layer 1 long is supported but the regime reflector flags sideways conditions, where qualitative/narrative inputs should only modestly influence magnitude because the tape can be driven by noise and positioning. Here, the LLM qualitative signal is neutral (no strong catalyst), yet it does not contradict the quant and can slightly bolster conviction given the deterministic derivatives/ML horizon agreement. I’m scaling the position up only a bit (above 1.0) rather than aggres"
2026-03-12,ethereum,sideways,0.33,0.39999051028092397,long,0.08634043330510988,1.05,0.6,0.0,0.0,0.08634043330510988,True,,"Multiplier: 1.05  
Given the quant engine is already long and the regime is sideways (where narrative mainly affects short-term edges as a risk gate), I only slightly increase the position because the LLM’s qualitative signal is neutral rather than strongly corroborative. The deterministic facts are mildly bullish but not high-precision (low LightGBM confidence, negative USDT netflow), so there’s limited reason to amplify aggressively."
2026-03-13,ethereum,sideways,0.33,0.39876258869796627,long,1.0,1.2,0.6,0.0,0.0,1.0,True,,"Multiplier: 1.20  
The Layer 1 quant is already long at full magnitude, and the LLM-side qualitative signal is mildly corroborative rather than strongly catalytic—there’s consensus from the longer-horizon LightGBM forecasts, with the main contradiction only in very short-term observational softness. In a sideways regime, I prefer a modest uplift (not a full reinforcement to 1.5) because narrative contribution is less reliable as risk gating dominates."
2026-03-14,ethereum,sideways,0.33,0.3984152083977259,long,0.5,1.05,0.6,0.0,0.0,0.5,True,,"Multiplier: 1.05
The L1 quant already leans long at moderate size, and the LLM qualitative read is effectively neutral-to-slightly supportive without a clear near-term catalyst. Given the sideways regime with heavy narrative weight, I only nudge the exposure slightly above neutral to reflect constructive derivatives/on-chain backdrop while respecting the mixed/misaligned horizon ML signals."
2026-03-15,ethereum,sideways,0.33,0.397303097772533,long,0.7192042871104948,1.1,0.6,0.0,0.0,0.7192042871104948,True,,"Multiplier: 1.10
With the quant already long and the derivatives risk gates looking contained (near-flat funding, improving liquidity/TVL), the LLM narrative appears more like a cautious corroboration than a decisive override. In a sideways regime where near-term returns are narrative-sensitive, we slightly increase exposure to reflect qualitative support without fully trusting it. The multiplier stays close to neutral to respect the mixed 1-day pullback signals and avoid over-amplifying."
2026-03-16,ethereum,sideways,0.33,0.3940481470371779,long,0.20676522100723588,0.95,0.6,0.0,0.0,0.20676522100723588,True,,"Multiplier: 0.95
The Layer 1 engine is already long, and the qualitative LLM-side read is effectively neutral (no clear narrative catalyst), so we keep most of the quant sizing intact rather than damping it. In a sideways regime where timing is risky and primary model disagreement is elevated, I slightly reduce the influence of the LLM qualitative overlay while still allowing a small neutral-to-positive contribution consistent with mild derivatives/on-chain support."
2026-03-17,ethereum,sideways,0.33,0.39236716865653704,short,-0.5133801013530106,0.55,0.6,0.0,0.0,-0.5133801013530106,True,,"Multiplier: 0.55  
Given Layer 1 already leans short in a sideways regime, I’ll keep that bias but only moderately trust the LLM-style qualitative component. The regime is largely narrative-driven and the LLM side is effectively neutral (no strong catalyst), while the deterministic LightGBM forecasts are directionally bearish with high agreement, so LLM should not meaningfully amplify the short—hence a damped (but not zero) multiplier."
